"시도별",2017,2018,2019 p)
"전국",35977,37014,37530
"서울특별시",46715,48362,49121
"부산광역시",27592,28287,29388
"대구광역시",26561,27004,27798
"인천광역시",30990,31363,32571
"광주광역시",28759,29759,30964
"대전광역시",30102,30529,31548
"울산광역시",52237,52694,54969
"세종특별자치시",40876,37243,36983
"경기도",37588,39150,38466
"강원도",27216,28471,29392
"충청북도",31951,33672,34484
"충청남도",39338,39935,40953
"전라북도",25710,26783,28260
"전라남도",34542,35159,35532
"경상북도",33828,34530,34873
"경상남도",31033,30987,32140
"제주특별자치도",30863,31193,30834
